Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
Sarfraz Nawaz (PAK),1973-1984,45,31,8,221,34*,9.6,345,64.05,0,0,5
Wasim Bari (PAK),1973-1984,51,26,13,221,34,17,431,51.27,0,0,0
HS Baidwan (CAN),2008-2014,32,22,7,220,33,14.66,339,64.89,0,0,3
DR Lockhart (SCOT),2006-2010,14,11,2,218,46,24.22,341,63.92,0,0,1
Y Venugopal Rao (INDIA),2005-2006,16,11,2,218,61*,24.22,363,60.05,0,1,2
NR Kumar (CAN),2010-2014,16,15,1,217,38,15.5,397,54.65,0,0,1
FA Rose (WI),1997-2000,27,23,5,217,30,12.05,265,81.88,0,0,2
EO Simons (SA),1994-1995,23,18,4,217,24,15.5,295,73.55,0,0,1
V Dahiya (INDIA),2000-2001,19,15,2,216,51,16.61,267,80.89,0,1,2
WK Lees (NZ),1979-1983,31,24,5,215,26,11.31,307,70.03,0,0,1
NO Perry (WI),1999-2000,21,16,8,212,52*,26.5,340,62.35,0,1,2
FRJ Coleman (SCOT),2013-2015,16,14,0,211,70,15.07,344,61.33,0,1,2
MJ Henry (NZ),2014-2019,52,21,7,211,48*,15.07,211,100,0,0,3
KS Lokuarachchi (SL),2003-2007,21,18,3,210,69,14,262,80.15,0,1,2
CPH Ramanayake (SL),1986-1995,62,35,14,210,26,10,374,56.14,0,0,7
Tahir Naqqash (PAK),1980-1985,40,23,9,210,61,15,242,86.77,0,1,4
Mushtaq Mohammad (PAK),1973-1978,10,9,3,209,55,34.83,353,59.2,0,1,0
MHW Papps (NZ),2004-2005,6,6,2,207,92*,51.75,342,60.52,0,2,0
DL Bairstow (ENG),1979-1984,21,20,6,206,23*,14.71,390,52.82,0,0,1
ZE Green (NAM),2019-2020,8,8,0,206,62,25.75,268,76.86,0,1,0
AR Berenger (UAE),2014-2015,10,10,0,205,66,20.5,304,67.43,0,2,0
PE McEwan (NZ),1980-1985,17,15,0,204,41,13.6,346,58.95,0,0,0
JA Rennie (ZIM),1993-2000,44,27,12,201,27,13.4,391,51.4,0,0,6
APE Knott (ENG),1971-1977,20,14,4,200,50,20,247,80.97,0,1,2
NW Bracken (AUS),2001-2009,116,35,18,199,21*,11.7,282,70.56,0,0,5
AJ Burger (NAM),2003-2003,6,6,0,199,85,33.16,198,100.5,0,1,0
Mohammad Nawaz (3) (PAK),2016-2019,15,12,3,199,53,22.11,213,93.42,0,1,0
Moin-ul-Atiq (PAK),1988-1989,5,5,0,199,105,39.8,279,71.32,1,0,0
M Ntini (ICC/SA),1998-2009,173,47,24,199,42*,8.65,298,66.77,0,0,9
Ijaz Faqih (PAK),1980-1988,27,19,3,197,42*,12.31,351,56.12,0,0,4
GA Lamb (ZIM),2010-2011,15,14,3,197,37,17.9,381,51.7,0,0,1
MR Swart (NL),2011-2014,12,11,1,197,52,19.7,272,72.42,0,1,1
T Maruma (ZIM),2007-2019,21,18,1,196,35,11.52,330,59.39,0,0,1
AP Devcich (NZ),2013-2016,12,11,0,195,58,17.72,253,77.07,0,1,2
GSNFG Jayasuriya (SL),2015-2019,12,10,1,195,96,21.66,273,71.42,0,1,2
ASA Perera (SL),1998-2001,20,13,2,195,56*,17.72,257,75.87,0,1,1
Akram Raza (PAK),1989-1995,49,25,14,193,33*,17.54,310,62.25,0,0,4
PJ Ingram (NZ),2010-2010,8,7,0,193,69,27.57,238,81.09,0,1,0
C Pringle (NZ),1990-1995,64,41,19,193,34*,8.77,256,75.39,0,0,3
V Rathour (INDIA),1996-1997,7,7,0,193,54,27.57,331,58.3,0,2,0
MM Iqbal (SCOT),2009-2014,13,12,4,192,63,24,360,53.33,0,1,2
CJ Smith (BMUDA),2006-2007,12,12,0,192,52,16,245,78.36,0,1,3
Abid Ali (PAK),2019-2019,4,4,0,191,112,47.75,196,97.44,1,1,1
DAG Fletcher (ZIM),1983-1983,6,6,2,191,71*,47.75,289,66.08,0,2,0
TN Madondo (ZIM),1998-2001,13,13,1,191,71,15.91,331,57.7,0,1,2
Mohammad Boota (UAE),2018-2019,9,9,1,191,59*,23.87,252,75.79,0,1,0
Shabir Noori (AFG),2010-2016,10,10,0,191,94,19.1,300,63.66,0,1,2
CJ McKay (AUS),2009-2014,59,31,10,190,30,9.04,337,56.37,0,0,3
Mohammad Shahzad (UAE),2014-2016,6,6,0,190,79,31.66,225,84.44,0,2,2
Usman Limbada (CAN),2010-2014,11,11,1,189,50,18.9,284,66.54,0,1,1
BAW Mendis (SL),2008-2015,87,42,19,188,21*,8.17,263,71.48,0,0,10
TJ Murtagh (IRE),2012-2019,58,36,12,188,23*,7.83,298,63.08,0,0,7
JA McCollum (IRE),2019-2020,9,9,0,185,73,20.55,269,68.77,0,2,1
T Mupariwa (ZIM),2004-2016,40,32,10,185,33,8.4,325,56.92,0,0,9
SW Poynter (IRE),2014-2019,21,19,5,185,36,13.21,278,66.54,0,0,2
EAE Baptiste (WI),1983-1990,43,16,4,184,31,15.33,241,76.34,0,0,0
JL Ontong (Afr/SA),2001-2012,28,16,2,184,32,13.14,267,68.91,0,0,1
Saadat Ali (PAK),1984-1984,8,7,1,184,78*,30.66,341,53.95,0,1,0
Sohag Gazi (BDESH),2012-2014,20,16,4,184,30,15.33,213,86.38,0,0,0
SI de Saram (SL),1999-2001,15,13,2,183,38,16.63,270,67.77,0,0,0
SJ Benn (WI),2008-2016,47,30,7,182,31,7.91,240,75.83,0,0,5
SR Taylor (USA),2019-2019,9,9,0,182,56,20.22,265,68.67,0,1,2
AR Patel (INDIA),2014-2017,38,20,6,181,38,12.92,190,95.26,0,0,3
JR Thomson (AUS),1975-1985,50,30,6,181,21,7.54,280,64.64,0,0,5
AC Agar (AUS),2015-2020,12,10,2,180,46,22.5,204,88.23,0,0,2
SB Bangar (INDIA),2002-2004,15,15,2,180,57*,13.84,239,75.31,0,1,3
DG Cork (ENG),1992-2002,32,21,3,180,31*,10,271,66.42,0,0,4
WF Stelling (NL),2006-2007,15,11,5,180,44,30,272,66.17,0,0,1
B Warnapura (SL),1975-1982,12,12,0,180,77,15,415,43.37,0,1,1
Mazhar Hussain (UAE),1994-1996,7,7,0,179,70,25.57,334,53.59,0,1,0
DM Richards (WI),2009-2010,8,7,0,179,59,25.57,251,71.31,0,2,0
CP Rizwan (UAE),2019-2020,9,8,0,179,47,22.37,349,51.28,0,0,1
TK Curran (ENG),2017-2019,17,11,7,178,47*,44.5,166,107.22,0,0,2
SC Khanna (INDIA),1979-1984,10,10,2,176,56,22,265,66.41,0,2,1
TC Bastiampillai (CAN),2007-2014,13,13,0,175,49,13.46,301,58.13,0,0,2
BR Blair (NZ),1982-1986,14,14,2,174,29*,14.5,253,68.77,0,0,2
GC Dyer (AUS),1986-1988,23,13,2,174,45*,15.81,227,76.65,0,0,1
MD Moxon (ENG),1985-1988,8,8,0,174,70,21.75,325,53.53,0,1,1
GRJ Roope (ENG),1973-1978,8,8,0,173,44,21.62,342,50.58,0,0,1
SB Doull (NZ),1992-2000,42,27,13,172,22,12.28,188,91.48,0,0,2
Hasibul Hossain (BDESH),1995-2004,32,26,6,172,21*,8.6,247,69.63,0,0,3
BN Cooper (NL),2013-2019,8,6,0,171,74,28.5,184,92.93,0,1,0
RP Lefebvre (NL),1996-2003,11,11,5,171,45,28.5,280,61.07,0,0,0
DK Morrison (NZ),1987-1996,96,43,24,171,20*,9,400,42.75,0,0,7
I Udana (SL),2012-2019,15,12,2,171,78,17.1,181,94.47,0,1,1
D Bau (PNG),2016-2017,10,10,1,170,46,18.88,319,53.29,0,0,2
PS de Villiers (SA),1992-1997,83,36,15,170,20*,8.09,218,77.98,0,0,7
SW Masakadza (ZIM),2010-2014,16,11,3,170,45*,21.25,177,96.04,0,0,1
CJ Jordan (ENG),2013-2016,31,21,7,169,38*,12.07,188,89.89,0,0,3
J Smits (NL),2003-2009,38,19,9,169,29*,16.9,360,46.94,0,0,2
RA Jones (NZ),2003-2003,5,5,0,168,63,33.6,329,51.06,0,1,0
AF Milne (NZ),2012-2017,40,17,7,168,36,16.8,165,101.81,0,0,2
AR Whittall (ZIM),1996-2000,63,35,13,168,29,7.63,310,54.19,0,0,6
RS Gabriel (WI),1984-1984,11,11,0,167,41,15.18,360,46.38,0,0,2
JE Morris (ENG),1990-1991,8,8,1,167,63*,23.85,225,74.22,0,1,0
Haroon Rasheed (PAK),1977-1982,12,10,2,166,63*,20.75,316,52.53,0,1,0
A McGrath (ENG),2003-2004,14,12,2,166,52,16.6,353,47.02,0,1,1
DES Maxwell (CAN),2006-2007,10,10,4,166,59,27.66,238,69.74,0,1,1
TL Chatara (ZIM),2013-2019,70,45,20,165,23,6.6,336,49.1,0,0,8
Khurram Chohan (CAN),2009-2014,25,19,6,165,35*,12.69,285,57.89,0,0,2
JF Kloppenburg (NL),2002-2003,6,6,0,165,121,27.5,265,62.26,1,0,1
MJ Lumb (ENG),2014-2014,3,3,0,165,106,55,203,81.28,1,0,0
GAHM Parkar (INDIA),1982-1984,10,10,1,165,42,18.33,332,49.69,0,0,0
D Bishoo (WI),2011-2019,42,25,10,164,29*,10.93,263,62.35,0,0,8
RB Kanhai (WI),1973-1975,7,5,2,164,55,54.66,273,60.07,0,2,0
RR Powar (INDIA),2004-2007,31,19,5,163,54,11.64,260,62.69,0,1,0
JC Tredwell (ENG),2010-2015,45,25,11,163,30,11.64,242,67.35,0,0,3
MR Adair (IRE),2019-2020,12,11,2,162,32,18,170,95.29,0,0,0
Faheem Ashraf (PAK),2017-2019,23,15,2,162,28,12.46,195,83.07,0,0,2
MV Nagamootoo (WI),2000-2002,24,18,6,162,33,13.5,270,60,0,0,1
JTC Vaughan (NZ),1992-1996,18,16,7,162,33,18,261,62.06,0,0,0
T Bavuma (SA),2016-2017,2,2,0,161,113,80.5,170,94.7,1,0,0
CD Cumming (NZ),2003-2009,13,13,1,161,45*,13.41,301,53.48,0,0,3
SKL de Silva (SL),1997-1997,11,6,3,161,57,53.66,193,83.41,0,2,0
SC Joseph (WI),2000-2005,13,11,1,161,58,16.1,302,53.31,0,1,2
KMA Paul (WI),2018-2020,17,11,3,161,46,20.12,194,82.98,0,0,1
E Schiferli (NL),2002-2013,30,22,6,161,41,10.06,218,73.85,0,0,4
HMCM Bandara (SL),2006-2010,31,17,4,160,31,12.3,224,71.42,0,0,3
PE Cantrell (NL),1996-1996,5,5,0,160,47,32,307,52.11,0,0,0
MS Chapman (HKG/NZ),2015-2018,5,5,1,160,124*,40,174,91.95,1,0,1
JL Langer (AUS),1994-1997,8,7,2,160,36,32,180,88.88,0,0,0
K Weeraratne (SL),2000-2008,15,9,1,160,41,20,177,90.39,0,0,0
SJ Baard (NAM),2019-2020,8,8,0,159,73,19.87,286,55.59,0,1,2
Saleem Raza (UAE),1994-1996,6,6,0,159,84,26.5,173,91.9,0,1,0
AC Bedade (INDIA),1994-1994,13,10,3,158,51,22.57,183,86.33,0,1,0
DAJ Bracewell (NZ),2011-2019,19,12,2,158,57,15.8,214,73.83,0,1,1
Khawar Ali (OMAN),2019-2020,7,7,1,158,79*,26.33,296,53.37,0,1,0
JJ Martin (INDIA),1999-2001,10,8,1,158,39,22.57,331,47.73,0,0,1
Imran Tahir (SA),2011-2019,107,36,16,157,29,7.85,225,69.77,0,0,6
MP Maynard (ENG),1994-2000,14,12,1,156,41,14.18,225,69.33,0,0,1
K Birkenstock (NAM),2019-2020,8,8,0,155,61,19.37,265,58.49,0,1,2
IJ Gould (ENG),1983-1983,18,14,2,155,42,12.91,243,63.78,0,0,2
PM Seelaar (NL),2006-2019,41,24,10,155,34*,11.07,244,63.52,0,0,5
TA Boult (NZ),2012-2019,89,39,23,154,21*,9.62,209,73.68,0,0,1
GJ Cosier (AUS),1975-1979,9,7,2,154,84,30.8,166,92.77,0,1,1
AM Ellis (NZ),2012-2013,15,12,1,154,33,14,184,83.69,0,0,1
Mohammad Hussain (PAK),1997-1998,14,12,7,154,31*,30.8,136,113.23,0,0,0
CJ Richards (ENG),1981-1988,22,16,3,154,50,11.84,264,58.33,0,1,3
RML Taylor (SCOT),2013-2016,15,14,3,154,46*,14,172,89.53,0,0,1
C Zhuwao (ZIM),2008-2018,9,9,0,154,45,17.11,132,116.66,0,0,3
CPS Chauhan (INDIA),1978-1981,7,7,0,153,46,21.85,301,50.83,0,0,0
AN Ranasinghe (SL),1975-1982,9,8,1,153,51,21.85,147,104.08,0,1,2
Basil Hameed (UAE),2019-2020,6,5,1,152,63*,38,216,70.37,0,1,0
DW Fleming (AUS),1994-2001,88,31,18,152,29,11.69,221,68.77,0,0,5
MDK Perera (SL),2007-2018,13,12,0,152,30,12.66,199,76.38,0,0,0
AJ Redmond (NZ),2009-2010,6,6,0,152,52,25.33,259,58.68,0,1,0
MW Alleyne (ENG),1999-2000,10,8,1,151,53,21.57,255,59.21,0,1,0
J Anderson (IRE),2014-2016,8,8,0,151,39,18.87,267,56.55,0,0,0
RS Gavaskar (INDIA),2004-2004,11,10,2,151,54,18.87,234,64.52,0,1,0
BF Hastings (NZ),1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1
VD Philander (SA),2007-2015,30,19,7,151,30*,12.58,213,70.89,0,0,3
RG Aga (KENYA),2004-2014,12,9,0,150,86,16.66,209,71.77,0,1,1
BB Chari (ZIM),2015-2019,11,11,0,150,39,13.63,332,45.18,0,0,0
NA Foster (ENG),1984-1989,48,25,12,150,24,11.53,244,61.47,0,0,3
GD Barlow (ENG),1976-1977,6,6,1,149,80*,29.8,255,58.43,0,1,2
AR Khurasiya (INDIA),1999-2001,12,11,0,149,57,13.54,188,79.25,0,1,1
BJ McCarthy (IRE),2016-2020,30,21,5,148,18,9.25,247,59.91,0,0,2
Khalid Latif (PAK),2008-2010,5,5,0,147,64,29.4,228,64.47,0,1,1
Mohammed Shami (INDIA),2013-2020,76,36,17,147,25,7.73,180,81.66,0,0,5
Nazimuddin (BDESH),2008-2012,11,11,0,147,47,13.36,237,62.02,0,0,0
GM Strydom (ZIM),2006-2006,12,10,0,147,58,14.7,225,65.33,0,1,2
MRJ Watt (SCOT),2016-2019,27,17,7,147,31*,14.7,202,72.77,0,0,0
D Williams (WI),1988-1997,36,23,7,147,32*,9.18,242,60.74,0,0,4
JA Burns (AUS),2015-2015,6,6,0,146,69,24.33,184,79.34,0,1,1
SE Findlay (WI),2008-2009,9,8,1,146,59*,20.85,194,75.25,0,1,0
Sompal Kami (NEPAL),2018-2019,6,6,2,146,61,36.5,164,89.02,0,1,1
JN Frylinck (NAM),2019-2020,8,8,2,145,60,24.16,144,100.69,0,1,1
MP O'Dowd (NL),2019-2019,2,2,1,145,86*,145,200,72.5,0,2,0
Suraj Kumar (OMAN),2019-2020,7,5,1,145,58,36.25,203,71.42,0,1,0
R Clarke (ENG),2003-2006,20,13,0,144,39,11.07,232,62.06,0,0,2
DK Liyanage (SL),1992-2001,16,11,2,144,43,16,207,69.56,0,0,0
LN Onyango (KENYA),1996-2014,29,18,7,144,34*,13.09,188,76.59,0,0,2
JJ Smit (NAM),2019-2020,8,8,1,144,33,20.57,222,64.86,0,0,0
G Malla (NEPAL),2018-2019,6,6,0,143,51,23.83,189,75.66,0,1,1
Abdur Rehman (PAK),2006-2014,31,23,6,142,31,8.35,263,53.99,0,0,4
Jatinder Singh (OMAN),2019-2020,7,7,0,142,62,20.28,257,55.25,0,1,1
CM Kuggeleijn (NZ),1988-1989,16,11,2,142,40,15.77,223,63.67,0,0,1
D Langford-Smith (IRE),2006-2008,22,17,8,142,31*,15.77,133,106.76,0,0,2
MB Loye (ENG),2007-2007,7,7,0,142,45,20.28,184,77.17,0,0,1
LJ Tucker (IRE),2019-2020,8,8,1,142,56,20.28,196,72.44,0,1,1
AJ Turner (AUS),2019-2020,6,5,1,142,84*,35.5,111,127.92,0,1,0
K Zondo (SA),2018-2018,5,5,1,142,54,35.5,224,63.39,0,1,0
DE Bernard (WI),2003-2010,20,12,2,141,38,14.1,219,64.38,0,0,1
ARC Fraser (ENG),1989-1999,42,20,9,141,38*,12.81,208,67.78,0,0,1
OD Gibson (WI),1995-1997,15,11,1,141,52,14.1,138,102.17,0,1,1
CR Matthews (SA),1991-1997,56,22,9,141,26,10.84,202,69.8,0,0,3
A Nehra (Asia/INDIA),2001-2011,120,46,21,141,24,5.64,246,57.31,0,0,9
Shahid Saeed (PAK),1989-1993,10,10,0,141,50,14.1,316,44.62,0,1,0
VJ Wells (ENG),1999-1999,9,7,0,141,39,20.14,253,55.73,0,0,0
AF Buurman (NL),2007-2011,17,11,2,140,34,15.55,179,78.21,0,0,2
HMRKB Herath (SL),2004-2015,71,30,15,140,17*,9.33,217,64.51,0,0,3
Rubel Hossain (BDESH),2009-2019,101,52,24,140,17,5,249,56.22,0,0,11
JM Wiener (AUS),1979-1980,7,7,0,140,50,20,324,43.2,0,1,0
MV Fleming (ENG),1997-1998,11,10,1,139,33,15.44,137,101.45,0,0,1
KH MacLeay (AUS),1983-1987,16,13,2,139,41,12.63,170,81.76,0,0,0
EAR de Silva (SL),1986-1992,28,20,6,138,19*,9.85,241,57.26,0,0,2
GN Edwards (NZ),1976-1981,6,6,0,138,41,23,191,72.25,0,0,1
KA Hope (WI),2017-2017,7,6,0,138,46,23,192,71.87,0,0,0
S Samarawickrama (SL),2017-2019,7,7,0,138,54,19.71,165,83.63,0,1,2
RJ Bailey (ENG),1985-1990,4,4,2,137,43*,68.5,196,69.89,0,0,0
RM Hogg (AUS),1979-1985,71,35,20,137,22,9.13,217,63.13,0,0,2
APB Tennekoon (SL),1975-1979,4,4,0,137,59,34.25,207,66.18,0,1,1
ST Finn (ENG),2011-2017,69,30,13,136,35,8,223,60.98,0,0,7
G Miller (ENG),1977-1984,25,18,2,136,46,8.5,265,51.32,0,0,3
LG Rowe (WI),1975-1980,11,8,0,136,60,17,244,55.73,0,1,0
KD Shah (HKG),2014-2018,10,10,1,136,34*,15.11,238,57.14,0,0,2
R Vijay Bharadwaj (INDIA),1999-2002,10,9,4,136,41*,27.2,194,70.1,0,0,1
SRD Wettimuny (SL),1975-1979,3,3,1,136,67,68,242,56.19,0,2,0
D Pretorius (SA),2016-2019,22,10,1,135,50,15,145,93.1,0,1,1
PA Browne (WI),2008-2008,5,5,1,134,49*,33.5,179,74.86,0,0,0
TS Chisoro (ZIM),2015-2018,18,15,6,134,42*,14.88,218,61.46,0,0,2
Krishna Chandran (UAE),2014-2016,12,10,2,134,43,16.75,274,48.9,0,0,3
Arshad Khan (PAK),1993-2006,58,29,18,133,20,12.09,217,61.29,0,0,5
MD Bell (NZ),1998-2001,7,7,0,133,66,19,268,49.62,0,1,0
Sandeep Goud (OMAN),2019-2020,7,5,1,133,67*,33.25,132,100.75,0,1,2
RJ Sidebottom (ENG),2001-2010,25,18,8,133,24,13.3,194,68.55,0,0,2
RK Chauhan (INDIA),1993-1997,35,18,5,132,32,10.15,171,77.19,0,0,4
D Keulder (NAM),2003-2003,6,6,0,132,52,22,220,60,0,1,1
Bazid Khan (PAK),2004-2008,5,5,0,131,66,26.2,232,56.46,0,2,1
MSK Prasad (INDIA),1998-1999,17,11,2,131,63,14.55,225,58.22,0,1,2
Sajid Ali (PAK),1984-1997,13,12,0,130,28,10.83,293,44.36,0,0,0
RW Taylor (ENG),1973-1984,27,17,7,130,26*,13,312,41.66,0,0,2
RJ Trott (BMUDA),2007-2009,11,10,4,130,48*,21.66,249,52.2,0,0,1
TJ Zoehrer (AUS),1986-1994,22,15,3,130,50,10.83,183,71.03,0,1,2
KTGD Prasad (SL),2006-2015,24,12,6,129,31*,21.5,146,88.35,0,0,1
Shafiul Islam (BDESH),2010-2019,59,33,11,129,24*,5.86,235,54.89,0,0,9
BOP Fernando (SL),2019-2019,6,6,0,128,49,21.33,203,63.05,0,0,1
FC Hayes (ENG),1973-1975,6,6,1,128,52,25.6,235,54.46,0,1,0
DT Hondo (ZIM),2001-2005,56,29,12,127,17,7.47,249,51,0,0,4
TE Jesty (ENG),1983-1983,10,10,4,127,52*,21.16,182,69.78,0,1,2
A Nel (SA),2001-2008,79,22,12,127,30*,12.7,166,76.5,0,0,2
Yasir Shah (PAK),2011-2019,25,13,6,127,32*,18.14,149,85.23,0,0,2
Dhiman Ghosh (BDESH),2008-2008,14,12,3,126,30,14,201,62.68,0,0,3
M Kartik (INDIA),2002-2007,37,14,5,126,32*,14,178,70.78,0,0,1
TRO Payne (WI),1984-1987,7,4,0,126,60,31.5,240,52.5,0,1,0
CP Senanayake (SL),1990-1991,7,7,0,126,27,18,211,59.71,0,0,1
PA Jaques (AUS),2006-2007,6,6,0,125,94,20.83,176,71.02,0,1,1
MC Sorensen (IRE),2013-2016,13,8,2,125,31,20.83,155,80.64,0,0,0
AIC Dodemaide (AUS),1988-1993,24,16,7,124,30,13.77,159,77.98,0,0,1
A Maregwede (ZIM),2003-2005,11,11,1,124,37,12.4,218,56.88,0,0,1
JA Samarasekera (UAE),1994-1996,7,6,2,124,47*,31,215,57.67,0,0,0
M van Jaarsveld (SA),2002-2004,11,7,1,124,45,20.66,169,73.37,0,0,1
LR Williams (WI),1996-2001,15,13,2,124,41,11.27,186,66.66,0,0,2
Ziaur Rahman (BDESH),2013-2014,13,11,0,124,41,11.27,110,112.72,0,0,3
CD de Lange (SCOT),2016-2017,13,10,4,123,26*,20.5,200,61.5,0,0,0
BM Duckett (ENG),2016-2016,3,3,0,123,63,41,152,80.92,0,2,1
GA Paterson (ZIM),1983-1987,10,10,0,123,27,12.3,327,37.61,0,0,1
J Arun Lal (INDIA),1982-1989,13,13,0,122,51,9.38,232,52.58,0,1,4
RL Bhudia (KENYA),2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0
CRM Douglas (BMUDA),2008-2008,2,2,0,122,69,61,218,55.96,0,2,0
BA Parchment (WI),2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0
SK Gupta (KENYA),1996-2001,10,10,1,121,41,13.44,220,55,0,0,3
AS Joseph (WI),2016-2020,25,11,6,121,29*,24.2,152,79.6,0,0,1
GJAF Aponso (NL),1996-1996,5,4,0,120,58,30,247,48.58,0,1,0
L Balaji (INDIA),2002-2009,30,16,6,120,21*,12,152,78.94,0,0,2
Shahid Mahboob (PAK),1982-1984,10,6,1,119,77,23.8,194,61.34,0,1,1
EJ Chatfield (NZ),1979-1989,114,48,37,118,19*,10.72,346,34.1,0,0,6
Kuldeep Yadav (INDIA),2017-2020,59,21,12,118,19,13.11,188,62.76,0,0,1
DBL Powell (WI),2002-2009,55,25,3,118,48*,5.36,164,71.95,0,0,8
JN Snape (ENG),2001-2002,10,7,3,118,38,29.5,173,68.2,0,0,0
V Yadav (INDIA),1992-1994,19,12,2,118,34*,11.8,116,101.72,0,0,2
DH Brain (ZIM),1992-1995,23,18,4,117,27,8.35,171,68.42,0,0,2
NB Mahwire (ZIM),2004-2006,23,19,8,117,22*,10.63,249,46.98,0,0,2
FL Reifer (WI),1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0
Arshad Ayub (INDIA),1987-1990,32,17,7,116,31*,11.6,162,71.6,0,0,1
Azam Khan (PAK),1996-1998,6,5,0,116,72,23.2,177,65.53,0,1,0
PH Edmonds (ENG),1977-1987,29,18,7,116,20,10.54,232,50,0,0,3
Hamza Tariq (CAN),2011-2014,7,7,0,116,71,16.57,157,73.88,0,1,2
Tauseef Ahmed (PAK),1982-1990,70,25,14,116,27*,10.54,216,53.7,0,0,3
PWH de Silva (SL),2017-2019,12,10,2,115,30,14.37,111,103.6,0,0,2
GK Khoda (INDIA),1998-1998,2,2,0,115,89,57.5,185,62.16,0,1,0
GD McGrath (AUS/ICC),1993-2007,250,68,38,115,11,3.83,236,48.72,0,0,14
MA Carberry (ENG),2013-2014,6,6,0,114,63,19,180,63.33,0,1,0
C Carter (HKG),2015-2018,11,9,0,114,43,12.66,186,61.29,0,0,0
GR Dilley (ENG),1979-1988,36,18,8,114,31*,11.4,133,85.71,0,0,2
FM Engineer (INDIA),1974-1975,5,4,1,114,54*,38,195,58.46,0,1,0
KD Ghavri (INDIA),1975-1981,19,16,6,114,20,11.4,194,58.76,0,0,1
MO Jones (BMUDA),2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1
DL Maddy (ENG),1998-2000,8,6,0,113,53,18.83,206,54.85,0,1,1
Naved Anjum (PAK),1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1
MJ Cosgrove (AUS),2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0
K Gore (USA),2019-2019,7,7,2,112,31,22.4,171,65.49,0,0,0
Haseeb Amjad (HKG),2014-2016,7,6,1,112,42,22.4,85,131.76,0,0,1
DP Hyatt (WI),2011-2011,9,9,1,112,39,14,188,59.57,0,0,1
CT Mutombodzi (ZIM),2013-2015,11,10,1,112,27,12.44,160,70,0,0,0
Hasan Jamil (PAK),1977-1978,6,5,0,111,28,22.2,120,92.5,0,0,0
RDM Leverock (BMUDA),2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1
Shan Masood (PAK),2019-2019,5,5,0,111,50,22.2,145,76.55,0,1,1
RD Brown (ZIM),1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0
Rashid Khan (PAK),1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0
MG Burmester (ZIM),1992-1995,8,7,1,109,39,18.16,207,52.65,0,0,0
CL Smith (ENG),1984-1984,4,4,0,109,70,27.25,240,45.41,0,1,0
DS Airee (NEPAL),2018-2019,6,6,0,108,40,18,158,68.35,0,0,1
MJ McClenaghan (NZ),2013-2016,48,14,10,108,34*,27,138,78.26,0,0,0
SS McKechnie (HKG),2017-2018,8,8,1,108,29,15.42,193,55.95,0,0,2
R Murray (ZIM),2018-2018,5,5,1,108,47,27,178,60.67,0,0,0
Hamid Hassan (AFG),2009-2019,38,22,6,107,17,6.68,195,54.87,0,0,4
SJ Rhodes (ENG),1989-1995,9,8,2,107,56,17.83,150,71.33,0,1,0
A Zampa (AUS),2016-2020,51,22,5,107,22,6.29,171,62.57,0,0,3
G Cook (ENG),1981-1983,6,6,0,106,32,17.66,261,40.61,0,0,0
CR Foggo (BMUDA),2008-2008,4,4,0,106,60,26.5,174,60.91,0,1,0
KO Meth (ZIM),2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2
Faruk Ahmed (BDESH),1988-1999,7,7,0,105,57,15,273,38.46,0,1,1
RK Kleinveldt (SA),2013-2013,10,7,0,105,43,15,124,84.67,0,0,1
TJ Laughlin (AUS),1978-1979,6,5,1,105,74,26.25,160,65.62,0,1,0
PM Toohey (AUS),1978-1979,5,4,2,105,54*,52.5,133,78.94,0,1,0
CD Collymore (WI),1999-2007,84,35,17,104,13*,5.77,261,39.84,0,0,8
D Elgar (SA),2012-2018,8,7,1,104,42,17.33,177,58.75,0,0,0
BP Nash (WI),2008-2009,9,7,3,104,39*,26,141,73.75,0,0,0
RP Singh (INDIA),2005-2011,58,20,10,104,23,10.4,242,42.97,0,0,3
MW Priest (NZ),1990-1998,18,14,4,103,24,10.3,225,45.77,0,0,2
G Toka (PNG),2019-2019,7,6,0,103,29,17.16,190,54.21,0,0,0
JW Wilson (NZ),1993-2005,6,6,1,103,44*,20.6,112,91.96,0,0,1
Ehsan Khan (HKG),2016-2018,15,12,3,102,27*,11.33,228,44.73,0,0,2
Waqas Barkat (HKG),2014-2018,10,10,2,102,27,12.75,184,55.43,0,0,3
D Wiese (SA),2015-2016,6,6,1,102,41*,20.4,115,88.69,0,0,0
Arshad Laeeq (UAE),1994-1996,6,6,1,101,43*,20.2,215,46.97,0,0,1
XJ Doherty (AUS),2010-2015,60,23,16,101,15*,14.42,184,54.89,0,0,2
ERNS Fernando (SL),1983-1983,7,5,0,101,36,20.2,216,46.75,0,0,2
